rpm,temperature,oil_pressure,vibration,fuel_flow,fault
4670.6,79.4,4.0,2.03,3.56,Performance Degradation
4791.2,88.5,3.92,2.2,3.65,Performance Degradation
5161.9,76.7,4.39,1.1,2.69,Normal
4751.8,89.3,3.39,5.42,2.96,Bearing Degradation
4932.0,90.6,2.44,2.65,2.73,Low Oil Pressure
5217.8,96.5,3.84,1.65,3.05,Overheating
5246.2,100.7,3.68,1.85,3.39,Overheating
4842.6,93.1,2.23,2.47,2.77,Low Oil Pressure
4801.4,97.0,1.77,2.68,2.88,Low Oil Pressure
4816.6,91.8,2.25,2.17,2.79,Low Oil Pressure
4771.8,92.2,2.29,2.22,2.81,Low Oil Pressure
4884.8,88.2,2.65,2.32,2.63,Low Oil Pressure
5152.6,79.1,4.3,1.18,2.74,Normal
5197.2,76.2,4.25,1.17,2.56,Normal
4931.3,92.3,2.34,2.67,2.78,Low Oil Pressure
4672.9,85.6,4.12,2.21,3.58,Performance Degradation
5269.7,76.9,4.26,1.06,2.69,Normal
5134.4,76.9,4.36,1.21,2.72,Normal
5221.3,106.7,3.58,1.8,3.42,Overheating
5266.5,101.2,3.74,1.75,3.14,Overheating
4672.4,82.5,3.72,2.34,3.88,Performance Degradation
5023.9,93.2,2.34,2.36,2.8,Low Oil Pressure
4796.6,95.8,2.45,2.41,3.1,Low Oil Pressure
4689.6,95.0,3.4,4.3,3.21,Bearing Degradation
4643.0,89.7,3.04,5.21,3.09,Bearing Degradation
4580.5,86.0,3.1,5.44,3.01,Bearing Degradation
4627.4,87.3,3.07,5.28,3.07,Bearing Degradation
4787.9,88.5,2.42,2.47,3.09,Low Oil Pressure
4885.6,93.3,2.47,2.49,2.7,Low Oil Pressure
4778.6,88.8,3.25,4.83,3.0,Bearing Degradation
5197.0,79.1,4.35,1.38,2.74,Normal
4450.0,84.6,3.05,5.53,3.28,Bearing Degradation
4680.6,88.5,3.65,5.89,3.1,Bearing Degradation
4597.4,90.3,3.03,6.27,3.42,Bearing Degradation
5311.1,111.1,3.47,1.77,3.55,Overheating
4807.7,93.8,2.26,2.63,3.1,Low Oil Pressure
5199.4,77.4,4.37,1.36,2.68,Normal
4566.1,84.9,2.9,6.12,2.96,Bearing Degradation
5338.0,109.5,3.62,1.7,3.25,Overheating
4917.8,91.0,2.56,2.4,3.02,Low Oil Pressure
5292.6,80.0,4.27,1.07,2.7,Normal
4534.6,82.7,3.83,2.23,3.51,Performance Degradation
5310.3,116.4,3.11,1.98,3.66,Overheating
4772.7,83.0,3.89,2.11,3.86,Performance Degradation
4731.0,87.5,3.92,1.97,3.82,Performance Degradation
5203.2,80.5,4.24,1.17,2.82,Normal
5197.6,75.2,4.3,1.09,2.68,Normal
4601.1,90.0,4.09,2.03,3.62,Performance Degradation
4567.5,84.4,3.82,2.22,3.71,Performance Degradation
5161.1,108.3,3.5,1.87,3.4,Overheating
4592.7,80.4,3.82,2.1,3.37,Performance Degradation
4496.7,85.3,3.34,6.09,3.03,Bearing Degradation
4788.7,92.2,2.13,2.45,3.14,Low Oil Pressure
4602.2,84.1,3.63,2.19,3.73,Performance Degradation
4721.1,86.2,3.11,5.33,3.05,Bearing Degradation
4612.4,85.2,3.96,2.25,3.87,Performance Degradation
4657.1,85.0,3.65,2.02,3.89,Performance Degradation
5166.2,77.3,4.29,1.34,2.8,Normal
5348.1,108.7,3.6,1.78,3.68,Overheating
4542.1,85.5,3.68,2.32,3.66,Performance Degradation
5370.5,110.5,3.52,1.96,3.62,Overheating
4707.4,86.0,3.23,5.6,2.89,Bearing Degradation
4529.3,84.4,3.91,2.3,3.49,Performance Degradation
4821.9,87.2,2.65,1.85,2.98,Low Oil Pressure
4806.1,88.9,3.07,5.26,3.05,Bearing Degradation
4633.5,83.3,3.57,2.2,3.28,Performance Degradation
4687.5,80.1,4.07,1.8,3.6,Performance Degradation
4588.8,87.6,3.03,4.61,3.24,Bearing Degradation
4693.8,84.7,4.1,2.1,3.52,Performance Degradation
4820.7,93.7,2.48,2.31,3.02,Low Oil Pressure
5426.3,107.5,3.52,1.82,3.33,Overheating
4720.3,84.3,3.87,2.12,3.87,Performance Degradation
4751.8,85.3,4.02,2.09,3.51,Performance Degradation
5295.0,103.6,3.59,1.86,3.32,Overheating
4749.1,90.0,3.65,4.34,3.23,Bearing Degradation
4562.8,86.9,3.18,4.79,3.2,Bearing Degradation
5210.0,103.2,3.66,1.62,3.38,Overheating
5211.7,77.6,4.15,1.27,2.79,Normal
4617.7,88.1,3.2,5.58,3.05,Bearing Degradation
4648.8,80.8,4.1,2.37,3.69,Performance Degradation
4523.6,82.4,3.8,2.32,4.05,Performance Degradation
4751.1,85.7,3.22,4.33,3.06,Bearing Degradation
4611.9,82.9,3.95,2.08,3.69,Performance Degradation
4796.0,90.1,2.46,2.44,2.94,Low Oil Pressure
4631.7,83.3,3.94,2.31,3.41,Performance Degradation
4629.8,87.3,3.95,1.87,3.71,Performance Degradation
4787.7,87.8,2.41,2.29,2.81,Low Oil Pressure
4646.3,86.0,3.64,2.0,3.92,Performance Degradation
4699.2,94.3,2.18,2.55,2.96,Low Oil Pressure
5292.2,106.8,3.53,1.84,3.53,Overheating
4867.8,94.3,2.47,2.45,2.95,Low Oil Pressure
5389.4,102.2,3.67,1.8,3.21,Overheating
5083.4,77.7,4.39,1.3,2.74,Normal
4713.3,89.7,3.44,4.53,3.12,Bearing Degradation
4674.8,84.0,3.36,5.5,3.15,Bearing Degradation
4566.4,91.5,2.98,5.54,3.15,Bearing Degradation
4906.3,85.2,3.42,4.92,2.83,Bearing Degradation
5189.9,79.7,4.29,1.39,2.6,Normal
5272.6,78.6,4.25,1.03,2.69,Normal
4940.2,92.0,2.23,2.83,2.81,Low Oil Pressure
4885.2,88.7,2.65,2.07,2.99,Low Oil Pressure
4765.6,82.8,3.98,1.78,3.49,Performance Degradation
4555.5,88.1,3.13,4.9,2.99,Bearing Degradation
4723.1,84.6,3.89,2.11,4.0,Performance Degradation
4474.4,87.0,3.25,4.54,3.11,Bearing Degradation
5222.4,76.6,4.21,1.07,2.7,Normal
5258.7,77.3,4.24,1.14,2.71,Normal
5264.9,77.4,4.24,1.18,2.7,Normal
5190.4,77.2,4.24,1.11,2.8,Normal
5003.4,91.5,2.38,2.51,2.96,Low Oil Pressure
4661.7,84.6,4.21,2.37,3.46,Performance Degradation
5239.6,104.7,3.7,1.76,3.33,Overheating
5284.3,119.8,3.22,2.2,3.66,Overheating
5153.4,78.5,4.17,1.32,2.7,Normal
5398.9,109.2,3.4,1.97,3.53,Overheating
4838.8,95.9,2.07,2.41,3.11,Low Oil Pressure
4655.0,80.8,4.04,2.38,3.94,Performance Degradation
4799.5,92.3,2.23,2.62,2.96,Low Oil Pressure
4848.7,92.7,2.39,2.27,2.81,Low Oil Pressure
5231.3,97.7,3.77,1.49,3.18,Overheating
5203.1,78.0,4.3,1.13,2.75,Normal
5298.7,107.3,3.47,1.99,3.44,Overheating
5138.3,80.9,4.19,1.15,2.65,Normal
4789.4,92.0,1.82,2.53,2.77,Low Oil Pressure
4665.2,89.9,3.44,5.31,3.16,Bearing Degradation
4724.1,92.0,3.23,4.64,3.04,Bearing Degradation
4524.9,86.2,3.09,5.55,3.16,Bearing Degradation
5297.4,76.3,4.39,1.25,2.67,Normal
4628.5,88.4,3.4,4.25,3.31,Bearing Degradation
5202.7,79.7,4.52,1.42,2.61,Normal
4608.1,83.2,3.79,2.15,3.61,Performance Degradation
4818.1,88.5,3.07,3.97,3.08,Bearing Degradation
5221.6,77.9,4.35,1.38,2.85,Normal
4597.0,86.9,4.12,2.57,3.74,Performance Degradation
5268.6,106.4,3.61,1.89,3.4,Overheating
5293.8,102.4,3.68,1.66,3.41,Overheating
5233.5,103.4,3.63,1.84,3.22,Overheating
4633.9,91.6,3.27,4.43,3.23,Bearing Degradation
5298.2,102.2,3.7,1.78,3.28,Overheating
5308.6,110.0,3.31,1.87,3.52,Overheating
4733.0,92.7,2.15,2.37,3.04,Low Oil Pressure
5152.9,96.6,3.85,1.45,3.19,Overheating
4771.9,88.2,4.04,2.05,3.6,Performance Degradation
4718.5,88.4,3.91,2.16,3.78,Performance Degradation
5276.3,114.0,3.3,2.09,3.63,Overheating
4650.2,91.0,3.42,5.56,3.14,Bearing Degradation
4736.4,86.6,3.64,4.63,2.99,Bearing Degradation
5199.1,74.0,4.4,1.15,2.8,Normal
5143.8,80.4,4.35,1.22,2.68,Normal
4676.9,85.6,3.34,5.65,2.84,Bearing Degradation
4596.2,82.9,3.73,2.07,3.59,Performance Degradation
5226.8,102.4,3.7,1.8,3.54,Overheating
5205.5,76.4,4.37,1.18,2.6,Normal
4905.5,90.8,2.49,2.69,2.93,Low Oil Pressure
4709.9,82.1,3.97,2.45,3.26,Performance Degradation
5290.8,105.0,3.68,1.79,3.32,Overheating
4552.1,86.8,3.34,6.34,3.06,Bearing Degradation
4534.3,83.3,3.18,6.4,3.09,Bearing Degradation
5230.7,79.7,4.19,1.48,2.68,Normal
4768.5,88.8,4.02,1.92,3.39,Performance Degradation
5279.9,79.0,4.25,1.16,2.69,Normal
5211.6,107.6,3.56,1.76,3.53,Overheating
4663.0,81.1,4.16,1.67,3.53,Performance Degradation
4562.6,82.3,3.86,2.26,3.85,Performance Degradation
5267.5,78.5,4.33,1.27,2.61,Normal
4643.3,85.4,4.01,2.5,3.95,Performance Degradation
4806.4,88.9,2.41,2.44,3.02,Low Oil Pressure
5221.5,81.4,4.28,1.09,2.66,Normal
5163.9,80.3,4.39,1.24,2.55,Normal
4697.6,90.9,3.14,5.94,3.12,Bearing Degradation
5268.8,75.4,4.24,1.2,2.71,Normal
5154.7,78.3,4.44,1.29,2.8,Normal
4764.5,85.1,3.29,5.82,2.92,Bearing Degradation
5161.9,76.2,4.33,1.11,2.73,Normal
4845.1,90.6,2.32,2.21,2.91,Low Oil Pressure
5129.7,78.4,4.33,1.34,2.87,Normal
5210.7,80.4,4.35,0.97,2.86,Normal
4815.5,92.4,1.99,2.85,2.95,Low Oil Pressure
4706.8,85.7,3.74,2.08,3.64,Performance Degradation
4691.8,87.5,3.66,2.28,3.45,Performance Degradation
4838.5,96.2,2.36,2.32,2.97,Low Oil Pressure
4936.0,90.4,2.27,2.43,3.0,Low Oil Pressure
4555.7,80.8,3.86,1.82,3.65,Performance Degradation
4608.6,83.8,4.02,2.13,3.69,Performance Degradation
5239.2,80.4,4.33,1.38,2.9,Normal
4618.4,90.7,3.2,5.82,3.05,Bearing Degradation
5362.3,108.4,3.57,1.99,3.46,Overheating
5271.2,110.2,3.39,1.93,3.43,Overheating
5214.6,80.5,4.3,1.39,2.64,Normal
5178.9,79.3,4.25,1.34,2.67,Normal
4775.5,93.0,2.38,2.37,2.85,Low Oil Pressure
4886.3,94.3,2.16,2.93,2.58,Low Oil Pressure
4598.3,88.0,3.53,5.61,3.1,Bearing Degradation
4636.0,86.0,3.96,2.03,3.93,Performance Degradation
4897.3,91.9,2.37,2.52,2.69,Low Oil Pressure
5154.6,79.3,4.18,1.18,2.74,Normal
4533.5,85.4,4.0,2.38,3.95,Performance Degradation
5131.9,78.3,4.48,1.22,2.62,Normal
4718.4,84.3,3.93,1.92,3.7,Performance Degradation
4683.9,90.0,3.37,5.15,3.12,Bearing Degradation
5167.2,77.5,4.35,1.23,2.67,Normal
4926.7,90.7,2.65,2.29,2.65,Low Oil Pressure
4781.4,82.7,3.87,2.18,3.77,Performance Degradation
5305.3,106.7,3.59,1.76,3.6,Overheating
4830.7,90.0,3.03,5.08,3.23,Bearing Degradation
5301.2,100.7,3.76,1.74,3.33,Overheating
4696.1,82.3,3.96,2.04,3.67,Performance Degradation
5245.4,74.7,4.3,0.95,2.66,Normal
4965.0,95.2,2.3,2.26,3.04,Low Oil Pressure
4639.7,85.0,4.03,2.33,3.48,Performance Degradation
4868.7,89.9,2.26,2.6,3.13,Low Oil Pressure
4698.6,88.5,4.21,2.2,3.48,Performance Degradation
4727.6,91.0,3.22,5.39,3.11,Bearing Degradation
4672.3,84.7,3.8,2.22,3.28,Performance Degradation
4876.6,86.9,2.65,2.26,2.85,Low Oil Pressure
4752.6,87.2,3.5,4.84,3.2,Bearing Degradation
5204.7,77.2,4.24,1.22,2.62,Normal
4843.6,91.1,2.27,2.31,2.86,Low Oil Pressure
4672.0,85.7,4.25,1.9,3.82,Performance Degradation
5228.9,76.4,4.27,1.33,2.74,Normal
4878.8,91.4,2.18,2.44,2.77,Low Oil Pressure
5209.4,78.8,4.35,1.3,2.58,Normal
4627.4,91.9,2.36,2.57,2.81,Low Oil Pressure
4911.8,95.6,2.21,2.38,3.09,Low Oil Pressure
4797.4,88.5,3.19,5.29,3.11,Bearing Degradation
4830.4,90.8,2.53,2.19,2.98,Low Oil Pressure
4791.0,89.3,2.46,2.5,2.9,Low Oil Pressure
4574.3,85.0,3.97,2.23,3.78,Performance Degradation
4729.0,84.5,3.88,2.19,3.87,Performance Degradation
4766.1,89.2,2.34,2.55,2.69,Low Oil Pressure
4709.9,86.8,3.56,4.45,3.11,Bearing Degradation
5234.7,80.0,4.48,1.08,2.62,Normal
4641.4,82.5,3.86,1.99,3.65,Performance Degradation
4671.6,85.1,3.44,6.11,2.76,Bearing Degradation
4669.2,96.4,2.4,2.38,2.79,Low Oil Pressure
4564.7,92.4,3.09,3.97,3.19,Bearing Degradation
5268.7,97.9,3.74,1.59,3.04,Overheating
4757.5,86.5,3.24,4.48,3.09,Bearing Degradation
4758.6,81.9,3.73,1.89,3.6,Performance Degradation
4773.9,96.5,2.35,2.37,3.04,Low Oil Pressure
5212.9,75.2,4.38,1.17,2.67,Normal
4580.0,85.8,4.05,2.11,3.93,Performance Degradation
4865.2,93.1,3.48,4.9,2.86,Bearing Degradation
5192.0,105.0,3.62,1.73,3.34,Overheating
5268.9,79.8,4.25,1.5,2.81,Normal
5305.5,112.1,3.48,1.74,3.55,Overheating
5319.9,110.0,3.42,1.84,3.49,Overheating
4661.3,86.0,4.13,2.09,3.6,Performance Degradation
4702.6,92.0,3.03,5.76,3.31,Bearing Degradation
5203.3,79.9,4.18,1.04,2.61,Normal
5247.6,78.0,4.58,1.38,2.64,Normal
5249.8,101.1,3.72,1.65,3.23,Overheating
5204.0,78.7,4.31,1.14,2.74,Normal
5265.8,100.4,3.68,1.89,3.42,Overheating
4581.3,88.1,3.09,4.35,2.73,Bearing Degradation
5325.2,98.6,3.6,1.5,3.38,Overheating
5256.0,110.9,3.43,1.94,3.64,Overheating
4638.4,80.8,4.25,2.25,3.68,Performance Degradation
4672.0,85.2,3.71,2.02,3.68,Performance Degradation
5199.3,75.7,4.3,1.11,2.81,Normal
4504.7,87.9,3.19,5.61,3.29,Bearing Degradation
4714.0,86.7,3.84,1.96,3.59,Performance Degradation
5275.3,104.5,3.64,1.77,3.24,Overheating
4877.4,92.8,2.33,2.49,2.92,Low Oil Pressure
5198.7,109.5,3.49,1.62,3.4,Overheating
4930.6,96.0,1.87,2.83,3.07,Low Oil Pressure
5187.4,76.5,4.48,1.24,2.67,Normal
4581.2,84.5,3.51,2.13,3.8,Performance Degradation
5271.2,100.6,3.73,1.67,3.28,Overheating
5282.7,107.2,3.52,1.72,3.38,Overheating
5285.5,105.5,3.72,1.81,3.45,Overheating
4789.2,93.6,2.49,2.31,2.97,Low Oil Pressure
5264.8,77.5,4.28,1.26,2.58,Normal
4636.2,84.9,4.11,2.17,3.21,Performance Degradation
5171.9,78.1,4.3,1.01,2.71,Normal
4824.4,89.3,2.65,2.36,2.93,Low Oil Pressure
5307.5,104.3,3.57,1.94,3.42,Overheating
4555.9,86.0,3.36,5.9,2.97,Bearing Degradation
4558.9,85.5,4.07,2.17,3.67,Performance Degradation
4450.0,86.6,3.53,4.75,3.05,Bearing Degradation
4665.6,85.3,3.95,2.34,3.58,Performance Degradation
5212.6,77.0,4.25,1.39,2.72,Normal
4734.2,90.0,3.39,5.53,3.11,Bearing Degradation
4837.5,97.6,2.23,2.45,2.74,Low Oil Pressure
5274.1,105.8,3.49,2.02,3.36,Overheating
5243.4,103.1,3.79,1.68,3.48,Overheating
4711.2,84.0,4.0,1.92,3.77,Performance Degradation
4832.0,92.3,2.08,2.35,2.74,Low Oil Pressure
5300.8,105.3,3.5,1.79,3.66,Overheating
4829.2,89.4,2.42,2.29,2.8,Low Oil Pressure
4638.6,85.5,4.0,1.94,3.73,Performance Degradation
4726.2,90.7,3.04,5.46,3.17,Bearing Degradation
4626.7,87.2,3.91,2.26,3.48,Performance Degradation
4579.6,93.3,3.35,4.71,2.98,Bearing Degradation
4721.3,86.8,4.01,1.87,3.95,Performance Degradation
4894.8,94.4,2.2,2.41,2.99,Low Oil Pressure
5268.1,76.4,4.35,1.41,2.85,Normal
4706.9,86.1,2.7,4.07,2.99,Bearing Degradation
4888.5,89.8,2.45,2.43,3.03,Low Oil Pressure
4680.6,84.7,3.68,2.1,3.2,Performance Degradation
4730.4,81.3,4.09,1.88,3.63,Performance Degradation
5343.5,109.9,3.43,2.08,3.34,Overheating
5179.3,75.4,4.4,1.37,2.85,Normal
5238.7,103.7,3.65,1.79,3.35,Overheating
4775.8,91.9,2.1,2.9,3.05,Low Oil Pressure
4771.5,83.1,4.17,1.95,3.93,Performance Degradation
5172.0,76.9,4.04,1.07,2.85,Normal
5193.4,79.2,4.24,1.21,2.73,Normal
4810.0,92.8,2.37,2.5,2.75,Low Oil Pressure
4635.5,82.7,4.01,2.46,3.45,Performance Degradation
4897.0,88.8,2.61,2.51,2.96,Low Oil Pressure
5297.2,101.8,3.75,1.78,3.38,Overheating
4683.5,83.9,3.06,5.52,3.0,Bearing Degradation
5313.5,110.6,3.31,1.92,3.59,Overheating
5277.9,108.5,3.45,1.8,3.56,Overheating
4762.2,93.8,2.34,2.23,3.05,Low Oil Pressure
4703.4,88.1,3.14,5.94,2.95,Bearing Degradation
5135.9,75.4,4.38,1.17,2.62,Normal
5317.1,76.9,4.19,1.32,2.72,Normal
5146.9,79.2,4.24,1.32,2.64,Normal
5359.9,105.4,3.59,1.83,3.32,Overheating
4590.7,85.5,3.84,2.11,3.62,Performance Degradation
4635.7,82.7,3.8,1.99,3.9,Performance Degradation
5173.0,76.1,4.32,1.03,2.72,Normal
4524.2,85.6,3.34,5.39,3.07,Bearing Degradation
4618.2,89.0,3.05,4.91,2.99,Bearing Degradation
4734.0,80.5,3.81,2.0,3.71,Performance Degradation
5180.8,80.4,4.34,1.04,2.78,Normal
5125.3,78.4,4.28,1.28,2.64,Normal
4615.6,92.9,3.46,5.91,3.07,Bearing Degradation
4679.7,83.9,3.72,2.27,3.59,Performance Degradation
4586.5,90.3,3.09,5.12,3.33,Bearing Degradation
4575.9,91.8,3.15,5.68,2.86,Bearing Degradation
4657.4,78.0,3.85,2.19,3.61,Performance Degradation
4729.5,89.4,3.3,5.78,3.25,Bearing Degradation
4755.1,88.6,2.65,2.23,2.83,Low Oil Pressure
5283.5,104.6,3.66,1.7,3.5,Overheating
4783.3,84.7,3.87,2.37,3.85,Performance Degradation
4759.8,88.7,2.65,2.03,3.17,Low Oil Pressure
5129.3,77.3,4.34,1.09,2.73,Normal
4838.8,90.3,2.14,2.58,3.03,Low Oil Pressure
4618.8,85.6,3.16,4.29,3.11,Bearing Degradation
5296.7,99.9,3.81,1.66,3.29,Overheating
4683.0,86.0,3.5,6.23,3.22,Bearing Degradation
4621.9,88.4,3.31,4.83,2.99,Bearing Degradation
4684.8,89.7,3.01,4.46,3.22,Bearing Degradation
4601.1,85.9,4.02,2.11,3.75,Performance Degradation
4692.1,89.3,3.27,4.55,3.16,Bearing Degradation
4570.1,81.8,3.52,2.54,3.42,Performance Degradation
4778.9,94.7,2.37,2.54,2.92,Low Oil Pressure
4590.6,83.1,3.38,4.72,3.19,Bearing Degradation
5208.1,80.0,4.32,1.24,2.69,Normal
4646.0,83.6,3.95,2.04,3.63,Performance Degradation
4591.8,86.5,3.77,2.32,3.55,Performance Degradation
5207.9,105.0,3.62,1.56,3.34,Overheating
4650.8,83.5,3.88,2.17,3.29,Performance Degradation
4575.4,79.2,3.75,1.91,3.79,Performance Degradation
4892.8,91.8,2.49,2.22,2.69,Low Oil Pressure
5348.7,100.5,3.59,1.54,3.19,Overheating
4837.9,93.2,2.26,2.5,2.78,Low Oil Pressure
5162.9,105.2,3.54,1.99,3.4,Overheating
5248.4,108.8,3.5,1.89,3.43,Overheating
4819.8,90.9,2.5,2.25,2.94,Low Oil Pressure
5217.1,75.6,4.13,1.21,2.79,Normal
5134.8,76.2,4.45,1.23,2.7,Normal
4806.1,93.1,2.3,2.61,2.82,Low Oil Pressure
5283.3,100.2,3.65,1.94,3.36,Overheating
4912.2,91.0,2.33,2.36,3.0,Low Oil Pressure
4588.9,88.5,4.06,2.19,3.38,Performance Degradation
5169.0,75.5,4.31,1.34,2.73,Normal
4728.7,85.5,3.93,2.11,3.37,Performance Degradation
4677.9,86.7,2.96,4.36,2.79,Bearing Degradation
4595.5,91.1,3.32,5.53,3.15,Bearing Degradation
5195.2,99.9,3.69,1.67,3.12,Overheating
4730.1,84.9,3.83,2.21,3.82,Performance Degradation
5228.6,76.2,4.31,1.12,2.75,Normal
5210.1,100.1,3.67,1.57,3.26,Overheating
5189.0,101.6,3.6,1.76,3.3,Overheating
4774.6,84.4,4.0,1.97,4.03,Performance Degradation
5193.2,79.6,4.25,1.08,2.71,Normal
5214.5,75.3,4.39,1.15,2.59,Normal
4903.6,93.4,2.14,2.79,2.93,Low Oil Pressure
4696.6,80.4,4.01,1.94,3.59,Performance Degradation
4692.7,94.1,2.44,2.36,2.83,Low Oil Pressure
5400.3,107.4,3.45,1.88,3.36,Overheating
4917.8,92.8,2.5,2.32,3.04,Low Oil Pressure
4657.0,85.5,3.99,2.03,3.75,Performance Degradation
5200.3,79.2,4.37,1.33,2.77,Normal
4510.7,85.5,3.05,4.76,3.14,Bearing Degradation
4795.1,92.3,2.56,2.23,3.07,Low Oil Pressure
5185.3,78.5,4.32,1.38,2.72,Normal
5177.8,80.0,4.26,1.38,2.88,Normal
4774.3,86.7,3.16,3.7,2.96,Bearing Degradation
4895.4,96.4,1.9,2.92,3.01,Low Oil Pressure
4771.8,91.1,2.44,2.28,2.89,Low Oil Pressure
5166.1,78.9,4.23,1.25,2.69,Normal
5135.6,78.6,4.1,1.32,2.61,Normal
4596.3,84.3,3.2,4.5,3.01,Bearing Degradation
4793.4,92.2,2.24,2.28,2.93,Low Oil Pressure
5262.7,111.4,3.4,1.75,3.56,Overheating
4604.9,85.2,4.05,2.18,4.07,Performance Degradation
5200.9,78.8,4.4,1.29,2.76,Normal
4876.2,97.2,2.03,2.81,2.85,Low Oil Pressure
4756.9,82.4,3.93,2.14,3.36,Performance Degradation
4463.9,82.4,3.23,5.42,3.2,Bearing Degradation
5184.9,78.2,4.15,1.26,2.59,Normal
5295.5,75.1,4.32,1.5,2.55,Normal
5209.8,77.4,4.55,1.22,2.74,Normal
4650.5,86.2,3.08,4.92,2.95,Bearing Degradation
5238.1,73.7,4.34,1.24,2.67,Normal
5214.6,79.7,4.23,1.37,2.61,Normal
5216.3,77.2,4.26,1.1,2.78,Normal
4926.9,89.7,2.5,2.24,2.81,Low Oil Pressure
5321.1,98.6,3.67,1.61,3.31,Overheating
4760.0,96.0,2.25,2.25,2.89,Low Oil Pressure
4592.8,92.9,3.2,5.02,2.93,Bearing Degradation
5137.9,73.8,4.18,1.04,2.56,Normal
5255.2,78.7,4.22,1.29,2.72,Normal
4635.1,87.1,3.92,1.77,3.44,Performance Degradation
4619.7,85.1,2.91,5.83,3.23,Bearing Degradation
4637.0,89.8,3.04,5.23,3.09,Bearing Degradation
4702.0,86.6,3.98,2.0,3.82,Performance Degradation
5309.0,103.2,3.64,1.61,3.27,Overheating
4625.3,86.6,3.28,4.81,3.2,Bearing Degradation
5279.4,77.6,4.35,1.0,2.95,Normal
4775.7,94.9,2.11,2.52,2.62,Low Oil Pressure
5207.7,81.6,4.38,1.35,2.7,Normal
4833.3,87.0,2.47,2.22,2.9,Low Oil Pressure
5297.0,101.9,3.62,1.7,3.31,Overheating
5176.2,79.8,4.2,1.13,2.67,Normal
5175.9,79.0,4.08,1.05,2.7,Normal
4656.3,81.1,3.65,2.4,3.2,Performance Degradation
4635.3,93.3,2.17,2.2,2.76,Low Oil Pressure
4490.5,85.9,3.35,5.88,3.14,Bearing Degradation
5217.5,109.8,3.49,1.9,3.42,Overheating
5354.0,108.9,3.5,1.76,3.45,Overheating
4636.0,91.1,3.48,4.58,3.03,Bearing Degradation
5228.7,112.0,3.42,2.06,3.57,Overheating
4699.7,85.6,4.15,1.96,3.82,Performance Degradation
4626.1,90.3,3.2,4.9,2.99,Bearing Degradation
4572.8,85.5,3.95,2.13,3.59,Performance Degradation
5157.7,77.5,4.31,1.14,2.88,Normal
4908.7,95.1,2.33,2.56,2.76,Low Oil Pressure
4656.5,82.1,4.17,1.95,3.34,Performance Degradation
4822.2,91.9,2.23,2.58,2.74,Low Oil Pressure
5205.5,79.3,4.32,1.28,2.76,Normal
4877.0,94.9,2.27,2.36,2.76,Low Oil Pressure
4761.8,89.8,3.27,5.29,3.0,Bearing Degradation
5307.1,107.0,3.59,1.86,3.37,Overheating
5186.7,78.7,4.22,1.16,2.8,Normal
5334.9,107.5,3.59,1.76,3.59,Overheating
5222.0,79.5,4.23,1.19,2.77,Normal
4543.5,84.3,3.28,5.27,3.23,Bearing Degradation
4505.5,84.3,3.47,5.5,3.11,Bearing Degradation
5201.6,79.5,4.48,1.05,2.53,Normal
4568.5,90.6,3.36,4.57,3.13,Bearing Degradation
4769.2,95.1,2.26,2.63,2.94,Low Oil Pressure
4692.3,90.3,2.86,5.67,3.15,Bearing Degradation
4608.5,81.0,4.07,2.21,3.42,Performance Degradation
5214.6,76.9,4.32,1.31,2.63,Normal
5200.7,78.9,4.31,1.26,2.56,Normal
4450.0,87.1,3.4,5.92,2.94,Bearing Degradation
5206.1,77.8,4.31,1.16,2.7,Normal
4893.1,89.7,2.57,2.56,2.69,Low Oil Pressure
5175.2,76.7,4.35,1.21,2.81,Normal
5022.5,94.0,2.43,2.47,2.81,Low Oil Pressure
5239.3,77.3,4.06,1.24,2.59,Normal
5232.0,79.6,4.23,1.25,2.69,Normal
5259.3,77.3,4.29,1.36,2.7,Normal
5283.9,103.2,3.64,1.95,3.24,Overheating
5169.9,78.1,4.35,1.11,2.77,Normal
4725.8,89.6,3.39,6.31,2.97,Bearing Degradation
4645.2,80.5,3.98,2.08,3.59,Performance Degradation
4670.7,90.7,3.12,4.42,3.04,Bearing Degradation
4622.3,88.8,3.42,6.14,3.32,Bearing Degradation
5079.6,94.7,2.41,2.47,2.89,Low Oil Pressure
4520.1,82.5,3.97,1.97,3.99,Performance Degradation
4869.8,93.6,2.11,2.55,2.91,Low Oil Pressure
4617.7,83.3,3.69,1.82,3.79,Performance Degradation
4656.8,83.0,3.96,2.05,3.45,Performance Degradation
5182.4,75.7,4.24,1.24,2.62,Normal
5239.4,103.4,3.59,1.79,3.34,Overheating
4718.1,83.0,3.97,1.92,3.91,Performance Degradation
5155.8,75.8,4.1,1.15,2.61,Normal
5278.5,100.7,3.7,1.84,3.18,Overheating
4729.3,92.2,3.25,4.01,3.23,Bearing Degradation
4642.2,88.6,3.38,6.41,3.15,Bearing Degradation
5381.0,104.5,3.65,1.88,3.27,Overheating
4926.3,91.8,2.24,2.68,2.96,Low Oil Pressure
4821.3,88.0,3.5,4.51,3.09,Bearing Degradation
4650.8,81.7,4.06,2.28,3.9,Performance Degradation
4671.9,79.8,3.9,2.33,3.99,Performance Degradation
4592.6,84.1,3.72,1.87,3.58,Performance Degradation
5279.5,106.0,3.66,1.79,3.46,Overheating
4574.2,83.2,3.73,2.07,3.46,Performance Degradation
